timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1721682001564,60132,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682001565,881,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682001565,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682001565,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682002574,60534,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682002574,2333,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682002574,1000,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682002574,12376000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682003576,60627,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682003577,2583,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682003577,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682003577,26978000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682004601,60630,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682004601,1649,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682004601,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682004601,106486000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682005603,60565,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682005603,640,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682005603,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682005603,128973000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682006616,60554,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682006616,514,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682006616,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682006616,309904000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682007617,60548,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682007617,123,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682007617,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682007617,121730000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682008631,60571,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682008631,262,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682008631,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682008631,213493000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682009634,60581,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682009634,391,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682009634,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682009634,235949000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682010647,60586,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682010647,246,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682010647,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682010647,272489000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682011659,60609,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682011660,257,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682011660,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682011660,157563000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682012661,60610,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682012661,263,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682012661,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682012661,338226000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682013674,60769,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682013674,3630,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682013674,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682013674,228711000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682014687,60801,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682014687,7846,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682014687,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682014687,560378000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682015691,60183,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682015691,3261,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682015691,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682015691,597443000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682016707,60224,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682016707,2166,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682016707,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682016707,954478000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682017722,60207,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682017722,4470,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682017722,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682017722,446306000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682018723,60210,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682018724,647,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682018724,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682018724,976360000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682019739,60256,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682019739,516,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682019739,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682019739,77273000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682020739,60225,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682020740,771,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682020740,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682020740,1974672000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682021755,60252,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682021755,1025,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682021755,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682021755,1664936000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682022770,60263,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682022770,401,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682022770,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682022770,2117843000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682023784,60244,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682023784,508,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682023784,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682023784,264784000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682024799,60348,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682024799,1649,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682024800,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682024800,3669167000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682025809,60265,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682025809,1013,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682025809,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682025809,2305639000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682026821,60224,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682026822,1028,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682026822,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682026822,3896186000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682027831,60269,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682027831,648,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682027831,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682027831,1643446000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682028843,60252,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682028843,1944,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682028843,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682028843,3192007000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682029857,60274,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682029857,895,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682029857,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682029857,3200820000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682030869,60272,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682030869,1163,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682030869,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682030869,1823647000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682031882,60265,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682031882,773,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682031882,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682031882,2522786000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682032902,60339,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682032902,1556,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682032902,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682032902,2795786000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682033904,60334,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682033904,1030,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682033904,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682033904,4345621000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682034924,60345,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682034924,755,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682034924,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682034924,1623741000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682035934,60256,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682035934,131,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682035934,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682035934,2344650000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682036946,60365,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682036946,1283,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682036946,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682036946,196560000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682037957,60433,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682037957,1817,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682037957,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682037957,586236000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682038971,60434,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682038971,643,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682038971,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682038971,1767381000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682039985,60390,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682039985,772,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682039985,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682039985,2571996000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682041000,60283,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682041000,254,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682041000,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682041000,1438815000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682042013,60338,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682042013,644,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682042013,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682042013,715309000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682043030,60285,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682043030,1271,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682043030,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682043030,792638000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682044039,60293,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682044039,254,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682044039,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682044039,373835000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682045054,60292,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682045054,640,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682045054,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682045054,153468000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682046064,60249,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682046064,383,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682046064,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682046064,471079000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682047071,60253,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682047071,1411,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682047071,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682047071,1415589000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682048086,60313,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682048086,911,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682048086,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682048086,205716000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682049099,60272,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682049099,123,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682049099,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682049099,474775000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682050114,60312,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682050114,896,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682050114,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682050114,154609000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682051126,60369,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682051126,1043,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682051126,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682051126,263004000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682052140,60345,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682052140,0,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682052140,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682052140,235214000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682053154,60274,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682053154,633,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682053154,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682053154,49931000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682054168,60310,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682054168,912,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682054168,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682054168,511616000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682055170,60312,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682055170,250,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682055170,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682055170,315714000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682056182,60290,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682056182,254,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682056182,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682056182,275506000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682057197,60268,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682057197,131,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1721682057197,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682057197,267596000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1721682058209,60437,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1721682058209,1276,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
